ID,Title,Description,Campus,Zone,Location,Lat,Long
0,Camden County Technology center,a,Camden,0,"601 Cooper Street, Camden, NJ 08103",39.94686,-75.118666
0,Rutgers-Camden Lot C1,a,Camden,0,"309 North 5th Street, Camden 08102",39.947985,-75.120407
0,Rutgers-Camden Lot C2,a,Camden,0,"310 North 5th Street, Camden 08102",39.947995,-75.120404
0,Rutgers-Camden Lot C3,a,Camden,0,"213 North 6th Street, Camden 08102",39.946921,-75.119219
0,Rutgers-Camden Lot C4,a,Camden,0,"415 North 3rd Street, Camden 08102",39.94908,-75.118253
